x,y
622864.187,9629938.141
622860.758,9629937.984
622835.173,9629937.984
622813.227,9629937.984
622809.475,9629937.665
622806.418,9629937.405
622806.413,9629937.405
622756.272,9629937.405
622752.777,9629937.284
622748.949,9629937.152
622719.045,9629937.419
622712.541,9629937.476
622698.223,9629937.604
622697.867,9629937.607
622695.372,9629937.629
622689.923,9629937.896
622686.481,9629938.064
622691.285,9629952.476
622697.019,9629970.955
622700.665,9629982.706
622701.59,9629985.688
622706.225,9629999.373
622711.478,9630016.334
622713.996,9630024.465
622720.334,9630036.697
622726.226,9630048.069
622730.313,9630048.554
622736.551,9630049.295
622736.648,9630049.319
622738.877,9630049.877
622738.974,9630049.902
622749.251,9630052.475
622762.185,9630050.756
622762.409,9630050.727
622765.674,9630050.293
622770.139,9630049.699
622771.397,9630049.532
622830.276,9630041.709
622895.853,9630043.748
622898.953,9630088.389
622904.23,9630222.973
622869.925,9630299.501
622806.591,9630328.529
622789.942,9630331.947
622772.814,9630335.464
622755.484,9630326.953
622748.974,9630323.756
622741.185,9630319.931
622740.924,9630319.803
622738.367,9630317.899
622711.094,9630297.593
622679.965,9630263.293
622637.425,9630176.294
