x,y
629668.104,9634275.577
629665.535,9634278.393
629664.296,9634279.752
629650.429,9634294.95
629620.09,9634351.439
629586.22,9634458.629
629576.92,9634518.138
629576.33,9634573.918
629593.9,9634634.667
629619.38,9634693.537
629644.86,9634729.956
629667.3,9634751.196
629700.799,9634773.156
629723.109,9634780.936
629755.139,9634789.486
629801.675,9634804.264
629812.288,9634807.635
629894.788,9634845.265
629917.838,9634869.545
629921.828,9634886.794
629922.688,9634905.954
629916.648,9634933.694
629904.268,9634962.574
629873.271,9635003.727
629872.648,9635004.554
629875.465,9635010.982
629877.262,9635015.083
629877.994,9635016.752
629878.742,9635018.459
629882.499,9635027.031
629885.162,9635034.235
629894.793,9635060.292
629894.795,9635060.298
629894.918,9635060.629
629895.576,9635062.41
629895.713,9635062.78
629926.967,9635048.798
629935.678,9635044.901
629935.709,9635044.887
629937.093,9635044.268
629958.692,9635034.605
629988.9,9635024.879
629996.456,9635022.446
630000.136,9635021.033
630007.341,9635018.265
630010.301,9635017.128
630057.449,9634999.02
630060.926,9634997.685
630088.011,9634987.283
630102.877,9634981.573
630144.723,9634965.502
630182.929,9634936.399
630184.702,9634935.049
630204.931,9634919.64
630209.015,9634918.015
630217.49,9634914.642
630275.251,9634891.653
630364.975,9634877.175
630442.836,9634866.218
630497.737,9634858.492
630560.498,9634838.243
630572.844,9634834.259
630622.385,9634818.275
630640.972,9634809.541
630645.349,9634807.484
630686.191,9634788.291
630712.985,9634768.72
630780.188,9634719.634
630852.113,9634650.559
630970.97,9634533.453
631079.995,9634424.101
631102.749,9634401.279
631115.366,9634388.623
631128.287,9634368.574
631128.289,9634368.571
631148.731,9634336.85
631153.815,9634330.644
631163.735,9634318.536
631229.196,9634238.635
631260.679,9634200.207
631263.177,9634195.942
631290.31,9634149.618
631318.535,9634101.43
631343.098,9634065.882
631403.201,9633978.898
631477.285,9633924.805
