x,y
-79.9070,-3.1672
-79.9064,-3.1675
-79.9062,-3.1677
-79.9060,-3.1681
-79.9061,-3.1685
-79.9062,-3.1690
-79.9061,-3.1698
-79.9060,-3.1700
-79.9059,-3.1703
-79.9051,-3.1712
-79.9049,-3.1715
-79.9041,-3.1728
-79.9027,-3.1748
-79.9024,-3.1752
-79.9019,-3.1760
-79.9009,-3.1777
-79.8999,-3.1791
-79.8997,-3.1794
-79.8994,-3.1798
-79.8994,-3.1798
-79.8990,-3.1803
-79.8983,-3.1812
-79.8981,-3.1815
-79.8980,-3.1816
-79.8980,-3.1816
-79.8977,-3.1816
-79.8975,-3.1816
-79.8975,-3.1816
-79.8970,-3.1815
-79.8970,-3.1815
-79.8965,-3.1815
-79.8960,-3.1816
-79.8955,-3.1818
-79.8951,-3.1822
-79.8946,-3.1826
-79.8943,-3.1829
-79.8941,-3.1832
-79.8938,-3.1834
-79.8934,-3.1839
-79.8931,-3.1841
-79.8928,-3.1843
-79.8924,-3.1845
-79.8919,-3.1846
-79.8919,-3.1846
-79.8915,-3.1846
-79.8909,-3.1845
-79.8905,-3.1843
-79.8901,-3.1843
-79.8901,-3.1843
-79.8901,-3.1843
-79.8901,-3.1843
-79.8900,-3.1848
-79.8898,-3.1852
-79.8895,-3.1856
-79.8893,-3.1859
-79.8888,-3.1867
-79.8886,-3.1870
-79.8884,-3.1874
-79.8883,-3.1878
-79.8881,-3.1881
-79.8880,-3.1886
-79.8878,-3.1890
-79.8877,-3.1891
-79.8875,-3.1894
-79.8872,-3.1897
-79.8870,-3.1901
-79.8869,-3.1905
-79.8868,-3.1911
-79.8867,-3.1915
-79.8867,-3.1919
-79.8867,-3.1924
-79.8867,-3.1925
-79.8866,-3.1928
-79.8864,-3.1933
-79.8861,-3.1936
-79.8857,-3.1939
-79.8853,-3.1942
-79.8848,-3.1947
-79.8846,-3.1951
-79.8846,-3.1954
-79.8847,-3.1958
-79.8848,-3.1962
-79.8848,-3.1965
-79.8848,-3.1970
-79.8847,-3.1974
-79.8846,-3.1977
-79.8845,-3.1981
-79.8845,-3.1985
-79.8845,-3.1989
-79.8847,-3.1994
-79.8849,-3.1999
-79.8850,-3.2004
-79.8852,-3.2010
-79.8854,-3.2013
-79.8854,-3.2013
-79.8854,-3.2013
-79.8855,-3.2018
-79.8854,-3.2019
-79.8854,-3.2019
-79.8854,-3.2022
-79.8852,-3.2025
-79.8851,-3.2025
-79.8850,-3.2028
-79.8850,-3.2028
-79.8849,-3.2030
-79.8849,-3.2031
-79.8849,-3.2043
-79.8850,-3.2045
-79.8851,-3.2052
-79.8851,-3.2054
-79.8850,-3.2058
-79.8847,-3.2060
-79.8844,-3.2065
-79.8845,-3.2071
-79.8842,-3.2073
-79.8841,-3.2079
-79.8841,-3.2079
-79.8840,-3.2082
-79.8840,-3.2083
-79.8839,-3.2087
-79.8836,-3.2090
-79.8833,-3.2093
-79.8828,-3.2095
-79.8824,-3.2097
-79.8821,-3.2100
-79.8816,-3.2101
-79.8812,-3.2102
-79.8809,-3.2101
-79.8800,-3.2096
-79.8796,-3.2095
-79.8792,-3.2095
-79.8788,-3.2095
-79.8783,-3.2096
-79.8780,-3.2098
-79.8771,-3.2102
-79.8767,-3.2103
-79.8763,-3.2104
-79.8761,-3.2103
-79.8759,-3.2100
