ID,x,y
1069,609130.987,9633716.419
1070,609111.058,9633740.069
1071,609098.598,9633759.999
1072,609073.688,9633787.409
1073,609051.268,9633816.059
1074,609032.689,9633837.729
1075,609028.848,9633842.208
1076,609025.01,9633845.408
1077,608991.479,9633873.358
1078,608960.339,9633903.248
1079,608934.217,9633927.734
1080,608922.019,9633939.167
1081,608917.604,9633940.827
1082,608904.22,9633945.857
1083,608899.86,9633948.567
1084,608896.22,9633951.887
1085,608880.897,9633969.757
1086,608870.83,9633981.497
1087,608863.93,9633987.337
1088,608821.144,9634017.217
1089,608808.501,9634026.047
1090,608755.081,9634066.136
1091,608710.562,9634110.686
1092,608663.822,9634155.236
1093,608621.533,9634193.105
1094,608588.143,9634230.975
1095,608565.883,9634262.155
1096,608551.403,9634293.805
1097,608541.573,9634312.184
1098,608515.224,9634359.044
1099,608494.724,9634405.904
1100,608480.074,9634455.683
1101,608491.794,9634523.042
1102,608500.574,9634566.972
1103,608512.294,9634602.112
1104,608526.934,9634634.331
1105,608538.644,9634678.261
1106,608544.504,9634698.761
1107,608547.434,9634736.83
1108,608539.451,9634787.369
1109,608538.644,9634792.48
1110,608518.894,9634848.907
1111,608518.144,9634851.049
1112,608500.574,9634889.119
1113,608484.405,9634932.919
1114,608489.135,9634945.348
1115,608512.674,9634988.858
1116,608529.544,9635013.278
1117,608554.064,9635058.597
1118,608571.164,9635084.237
1119,608596.804,9635118.437
1120,608616.754,9635192.516
1121,608633.843,9635238.106
1122,608656.643,9635283.695
1123,608668.453,9635310.665
1124,608682.283,9635337.835
1125,608693.963,9635359.514
1126,608706.983,9635376.884
1127,608716.473,9635389.124
1128,608725.023,9635397.664
1129,608742.123,9635403.364
1130,608767.762,9635377.724
1131,608774.832,9635364.944
1132,608782.012,9635352.074
1133,608794.588,9635336.215
1134,608802.652,9635326.045
1135,608803.037,9635326.376
1136,608813.052,9635334.984
1137,608823.512,9635350.834
1138,608833.002,9635366.324
1139,608834.772,9635375.184
1140,608835.829,9635390.217
1141,608836.152,9635394.814
1142,608822.984,9635404.806
1143,608822.592,9635405.104
1144,608787.712,9635414.764
1145,608784.862,9635448.953
1146,608781.342,9635496.823
1147,608784.862,9635514.493
1148,608790.022,9635526.133
1149,608804.802,9635540.133
1150,608841.852,9635562.932
1151,608867.492,9635580.022
1152,608901.681,9635611.372
1153,608927.331,9635642.711
1154,608941.851,9635644.241
1155,608951.111,9635642.921
1156,608959.711,9635638.951
1157,608967.221,9635628.462
1158,608979.204,9635607.915
1159,608987.161,9635594.272
1160,608995.71,9635562.932
1161,609015.66,9635537.282
1162,609023.21,9635531.122
1163,609029.17,9635530.462
1164,609035.6,9635534.432
1165,609036.605,9635543.474
1166,609038.45,9635560.082
1167,609044.15,9635608.522
1168,609055.55,9635654.111
1169,609064.1,9635694.001
1170,609067,9635701.741
1171,609072.64,9635716.791
1172,609092.58,9635745.28
1173,609108.54,9635756.7
1174,609129.619,9635768.08
1175,609152.419,9635779.48
1176,609183.759,9635790.87
1177,609206.549,9635799.42
1178,609220.799,9635799.42
1179,609260.688,9635782.33
1180,609286.338,9635768.08
1181,609288.292,9635766.684
1182,609306.278,9635753.83
1183,609329.077,9635731.04
1184,609357.567,9635705.39
1185,609368.967,9635676.901
1186,609371.817,9635648.411
1187,609340.467,9635605.671
1188,609326.227,9635565.782
1189,609320.527,9635560.082
1190,609303.428,9635568.622
1191,609286.338,9635582.872
1192,609277.888,9635589.332
1193,609269.288,9635589.992
1194,609263.538,9635588.572
1195,609254.988,9635574.322
1196,609246.448,9635554.382
1197,609246.448,9635540.132
1198,609260.688,9635520.192
1199,609274.948,9635485.993
1200,609294.888,9635457.503
1201,609299.067,9635443.803
1202,609294.887,9635411.913
1203,609289.197,9635383.424
1204,609269.248,9635354.924
1205,609246.458,9635332.134
1206,609240.758,9635323.584
1207,609229.358,9635300.794
1208,609226.508,9635269.445
1209,609223.658,9635235.255
1210,609217.958,9635206.765
1211,609206.558,9635178.266
1212,609183.768,9635138.376
1213,609169.518,9635118.436
1214,609126.779,9635101.336
1215,609123.929,9635087.086
1216,609135.329,9635078.547
1217,609166.668,9635087.086
1218,609175.47,9635089.601
1219,609186.618,9635092.786
1220,609220.808,9635095.636
1221,609237.405,9635079.047
1222,609240.758,9635075.696
1223,609254.997,9635069.997
1224,609259.062,9635069.996
1225,609269.247,9635069.996
1226,609272.097,9635104.186
1227,609263.547,9635141.226
1228,609254.998,9635183.965
1229,609254.998,9635226.705
1230,609266.398,9635272.295
1231,609300.587,9635315.034
1232,609334.787,9635354.924
1233,609351.867,9635400.513
1234,609363.267,9635431.863
1235,609377.517,9635466.053
1236,609382.407,9635484.152
1237,609372.487,9635549.642
1238,609377.517,9635577.172
1239,609397.457,9635611.371
1240,609417.407,9635637.011
1241,609425.946,9635651.261
1242,609437.696,9635660.661
1243,609455.946,9635664.711
1244,609465.846,9635662.651
1245,609481.436,9635655.461
1246,609511.646,9635635.911
1247,609520.806,9635626.011
1248,609526.487,9635615.786
1249,609550.735,9635572.141
1250,609581.585,9635498.082
1251,609639.184,9635417.853
1252,609680.334,9635349.963
1253,609715.303,9635298.534
1254,609750.273,9635236.814
1255,609772.903,9635162.765
1256,609807.872,9635082.536
1257,609824.332,9635033.166
1258,609853.132,9634959.107
1259,609871.652,9634915.907
1260,609898.391,9634864.478
1261,609921.021,9634813.048
1262,609948.271,9634774.749
1263,609961.671,9634762.319
1264,609986.98,9634725.509
1265,610020.078,9634700.684
1266,610023.79,9634697.899
1267,610070.486,9634655.109
1268,610074.359,9634651.56
1269,610074.583,9634651.405
1270,610117.019,9634622.03
1271,610122.819,9634615.78
1272,610126.607,9634609.368
1273,610128.839,9634605.59
1274,610129.629,9634598.96
1275,610120.419,9634578.26
1276,610104.319,9634569.05
1277,610072.119,9634562.15
1278,610023.8,9634559.851
1279,609986.34,9634547.711
1280,609966.28,9634536.841
1281,609947.34,9634517.841
1282,609942.43,9634516.521
1283,609960.06,9634490.431
1284,609967.76,9634500.891
1285,609978.04,9634513.691
1286,609987.17,9634522.821
1287,610001.93,9634528.241
1288,610006.144,9634528.892
1289,610056.499,9634536.671
1290,610093.749,9634542.871
1291,610109.277,9634546.095
1292,610133.92,9634551.211
1293,610138.589,9634552.181
1294,610172.758,9634576.11
1295,610178.808,9634579.2
1296,610188.988,9634581.98
1297,610200.088,9634582.95
1298,610261.588,9634565.85
1299,610329.927,9634521.401
1300,610388.006,9634483.791
1301,610476.635,9634445.661
1302,610524.675,9634425.661
1303,610586.174,9634422.241
1304,610647.674,9634449.601
1305,610671.594,9634480.371
1306,610702.343,9634517.98
1307,610729.683,9634559.01
1308,610753.593,9634596.629
1309,610777.513,9634641.079
1310,610783.003,9634643.489
1311,610790.343,9634644.059
1312,610795.993,9634643.209
1313,610801.053,9634637.689
1314,610806.553,9634604.287
1315,610809.192,9634588.259
1316,610808.072,9634571.41
1317,610790.102,9634475.911
1318,610775.493,9634389.411
1319,610773.242,9634326.502
1320,610781.112,9634287.182
1321,610791.447,9634272.512
1322,610806.112,9634251.693
1323,610823.082,9634231.323
1324,610852.092,9634215.193
1325,610911.011,9634228.293
1326,610948.881,9634255.382
1327,610987.98,9634286.282
1328,611023.27,9634315.882
1329,611103.699,9634406.951
1330,611163.879,9634487.64
1331,611196.409,9634589.329
1332,611186.788,9634584.39
1333,611139.779,9634560.259
1334,611107.19,9634536.76
1335,611049.87,9634478.48
1336,611028.523,9634444.7
1337,611014.12,9634421.911
1338,610971.892,9634372.799
1339,610961.921,9634361.201
1340,610899.405,9634332.784
1341,610888.861,9634327.992
1342,610883.932,9634385.001
1343,610905.801,9634500.94
1344,610932.611,9634559.86
1345,610937.721,9634623.419
1346,610930.026,9634672.603
1347,610929.011,9634679.089
1348,610908.832,9634725.148
1349,610852.772,9634727.268
1350,610833.262,9634730.498
1351,610778.973,9634730.498
1352,610728.073,9634710.128
1353,610687.154,9634688.089
1354,610668.934,9634668.649
1355,610654.364,9634641.929
1356,610633.714,9634613.999
1357,610620.354,9634592.14
1358,610605.784,9634565.41
1359,610593.634,9634543.55
1360,610577.845,9634521.69
1361,610557.195,9634503.471
1362,610529.265,9634499.831
1363,610504.975,9634504.691
1364,610483.115,9634521.69
1365,610453.966,9634542.34
1366,610430.256,9634562.65
1367,610402.946,9634589.71
1368,610371.347,9634613.26
1369,610353.917,9634620.73
1370,610337.367,9634624.93
1371,610305.787,9634641.929
1372,610274.208,9634656.509
1373,610242.628,9634673.509
1374,610215.908,9634688.089
1375,610200.118,9634694.159
1376,610153.888,9634711.779
1377,610148.169,9634713.959
1378,610080.899,9634757.009
1379,610057.894,9634775.172
1380,610035.835,9634792.588
1381,610029.78,9634797.368
1382,610005.57,9634818.888
1383,609973.281,9634848.488
1384,609962.521,9634880.768
1385,609954.441,9634910.367
1386,609955.091,9634935.287
1387,609967.901,9634964.177
1388,609966.751,9634979.397
1389,609959.831,9634999.156
1390,609938.301,9635050.276
1391,609900.631,9635125.605
1392,609862.972,9635222.464
1393,609836.062,9635292.414
1394,609809.153,9635362.373
1395,609785.433,9635402.523
1396,609749.963,9635478.062
1397,609733.823,9635510.352
1398,609680.994,9635566.201
1399,609671.054,9635586.061
1400,609667.084,9635603.941
1401,609663.814,9635617.971
1402,609663.834,9635628.051
1403,609665.094,9635633.741
1404,609672.794,9635651.061
1405,609673.044,9635659.561
1406,609671.324,9635665.94
1407,609665.094,9635671.48
1408,609639.275,9635693.33
1409,609611.465,9635725.11
1410,609599.545,9635737.03
1411,609577.695,9635762.85
1412,609563.795,9635780.729
1413,609559.785,9635787.059
1414,609558.565,9635795.299
1415,609559.815,9635802.579
1416,609565.775,9635824.429
1417,609570.135,9635838.619
1418,609572.305,9635863.399
1419,609575.365,9635872.259
1420,609578.765,9635878.889
1421,609594.585,9635893.268
1422,609601.925,9635905.538
1423,609607.525,9635920.588
1424,609624.785,9635959.418
1425,609654.975,9636011.187
1426,609685.174,9636065.827
1427,609719.694,9636142.046
1428,609749.894,9636183.746
1429,609765.704,9636203.875
1430,609784.404,9636234.075
1431,609823.233,9636270.025
1432,609849.113,9636297.354
1433,609865.703,9636307.234
1434,609939.662,9636353.804
1435,609972.542,9636372.974
1436,610005.912,9636378.109
1437,610008.152,9636378.453
1438,610030.072,9636351.064
1439,610035.551,9636304.494
1440,610038.291,9636266.144
1441,610027.331,9636227.785
1442,610041.031,9636194.915
1443,610073.901,9636167.525
1444,610098.561,9636151.085
1445,610194.44,9636151.085
1446,610254.709,9636134.645
1447,610299.199,9636123.306
1448,610345.398,9636114.386
1449,610381.868,9636111.146
1450,610399.198,9636105.376
1451,610404.078,9636110.416
1452,610410.688,9636113.036
1453,610428.368,9636107.136
1454,610449.007,9636095.346
1455,610470.217,9636087.646
1456,610475.237,9636087.156
1457,610477.007,9636090.926
1458,610471.027,9636098.176
1459,610451.957,9636113.035
1460,610423.948,9636124.825
1461,610403.548,9636134.235
1462,610353.328,9636134.645
1463,610295.799,9636151.085
1464,610232.789,9636167.525
1465,610191.7,9636178.475
1466,610131.43,9636183.955
1467,610098.561,9636186.695
1468,610071.161,9636230.525
1469,610065.681,9636268.884
1470,610065.681,9636348.324
1471,610062.941,9636408.583
1472,610046.501,9636471.592
1473,610038.292,9636509.942
1474,610054.722,9636597.611
1475,610060.202,9636641.441
1476,610069.317,9636660.806
1477,610082.121,9636688.01
1478,610137.591,9636742.8
1479,610160.361,9636756.63
1480,610184.16,9636759.24
1481,610212.93,9636763.35
1482,610248.54,9636764.72
1483,610317.029,9636774.309
1484,610367.709,9636778.419
1485,610437.568,9636792.109
1486,610530.707,9636797.589
1487,610604.677,9636804.439
1488,610658.096,9636812.659
1489,610706.876,9636820.559
1490,610739.665,9636820.029
1491,610766.055,9636834.638
1492,610796.435,9636849.638
1493,610823.675,9636865.868
1494,610854.734,9636877.868
1495,610892.164,9636895.368
1496,610928.474,9636921.437
1497,610991.143,9636981.807
1498,611016.483,9637068.296
1499,611037.633,9637159.815
1500,611077.153,9637263.524
1501,611099.892,9637304.904
1502,611102.312,9637309.304
1503,611140.092,9637343.993
1504,611197.572,9637368.933
1505,611237.691,9637373.113
1506,611294.181,9637356.933
1507,611336.75,9637337.333
1508,611401.95,9637299.613
1509,611435.089,9637278.063
1510,611467.689,9637253.814
1511,611512.568,9637212.574
1512,611560.378,9637148.935
1513,611565.842,9637140.921
1514,611600.988,9637089.375
1515,611630.857,9637037.486
1516,611645.657,9637005.576
1517,611659.177,9636972.416
1518,611734.026,9636820.667
1519,611780.835,9636736.478
1520,611794.77,9636716.478
1521,611818.945,9636681.779
1522,611837.445,9636619.719
1523,611836.524,9636612.025
1524,611833.735,9636588.73
1525,611831.055,9636521.5
1526,611818.955,9636480.161
1527,611815.085,9636424.221
1528,611820.065,9636378.712
1529,611820.329,9636377.192
1530,611839.154,9636269.053
1531,611850.094,9636225.953
1532,611862.195,9636168.234
1533,611867.164,9636144.534
1534,611884.744,9636080.764
1535,611889.704,9636052.065
1536,611884.184,9636033.365
1537,611870.754,9636025.795
1538,611863.714,9636025.215
1539,611853.484,9636038.595
1540,611834.934,9636086.284
1541,611823.894,9636095.874
1542,611797.695,9636098.684
1543,611726.465,9636077.215
1544,611709.145,9636077.915
1545,611662.046,9636088.874
1546,611641.046,9636088.404
1547,611621.426,9636082.115
1548,611597.957,9636072.315
1549,611582.567,9636062.065
1550,611563.107,9636042.625
1551,611556.747,9636029.135
1552,611554.827,9636013.725
1553,611568.967,9636015.945
1554,611587.967,9636016.525
1555,611629.006,9636033.695
1556,611661.286,9636039.205
1557,611690.336,9636027.165
1558,611710.845,9636024.055
1559,611727.075,9636022.895
1560,611739.035,9636023.665
1561,611750.995,9636027.555
1562,611797.695,9636037.025
1563,611803.545,9636033.765
1564,611814.644,9636018.235
1565,611827.734,9635986.505
1566,611880.764,9635972.255
1567,611925.241,9635983.883
1568,611930.413,9635985.235
1569,612008.003,9635951.705
1570,612030.612,9635953.375
1571,612051.032,9635964.625
1572,612105.192,9636007.935
1573,612165.501,9636040.764
1574,612204.301,9636051.584
1575,612301.883,9636054.596
1576,612307.658,9636054.775
1577,612321.9,9636055.214
1578,612360.419,9636060.554
1579,612399.599,9636072.424
1580,612447.919,9636100.924
1581,612485.788,9636140.693
1582,612537.368,9636185.213
1583,612599.397,9636210.732
1584,612652.947,9636222.602
1585,612701.916,9636219.042
1586,612741.956,9636203.012
1587,612773.856,9636193.172
1588,612812.165,9636178.292
1589,612847.995,9636157.023
1590,612886.415,9636130.703
1591,612917.924,9636115.783
1592,612931.144,9636109.523
1593,612976.964,9636107.433
1594,612981.234,9636108.607
1595,613020.103,9636119.293
1596,613026.225,9636124.757
1597,613050.363,9636146.303
1598,613074.029,9636177.675
1599,613075.483,9636179.602
1600,613089.053,9636222.972
1601,613102.173,9636312.111
1602,613126.863,9636389.02
1603,613136.932,9636400.19
1604,613151.562,9636396.44
1605,613176.632,9636372.61
1606,613184.202,9636361.149
1607,613199.971,9636337.275
1608,613230.871,9636290.491
1609,613245.423,9636276.133
1610,613246.661,9636274.911
1611,613251.335,9636272.71
1612,613264.181,9636266.661
1613,613287.831,9636269.791
1614,613311.071,9636284.921
1615,613333.591,9636323.291
1616,613354.37,9636373.22
1617,613369.12,9636385.92
1618,613391.43,9636392.52
1619,613406.07,9636385.28
1620,613418.39,9636375.36
1621,613426.08,9636361.07
1622,613441.461,9636316.435
1623,613443.109,9636311.651
1624,613458.849,9636280.351
1625,613467.689,9636269.931
1626,613469.444,9636269.734
1627,613477.499,9636268.831
1628,613489.119,9636275.231
1629,613510.709,9636293.241
1630,613531.859,9636341.77
1631,613558.108,9636389.08
1632,613581.928,9636424.899
1633,613647.288,9636505.658
1634,613660.732,9636540.58
1635,613662.168,9636544.308
1636,613662.068,9636559.928
1637,613650.808,9636579.768
1638,613636.338,9636589.548
1639,613589.998,9636590.928
1640,613514.269,9636590.648
1641,613488.589,9636599.558
1642,613452.75,9636625.818
1643,613382.19,9636686.157
1644,613310.251,9636757.936
1645,613275.692,9636779.206
1646,613241.032,9636810.656
1647,613270.022,9636838.916
1648,613319.541,9636848.306
1649,613365.181,9636864.015
1650,613403.17,9636882.185
1651,613433.42,9636910.465
1652,613467.52,9636936.225
1653,613502.81,9636969.634
1654,613450.71,9636964.034
1655,613408.97,9636939.465
1656,613372.311,9636914.945
1657,613335.601,9636896.785
1658,613310.77,9636892.714
1659,613286.072,9636888.665
1660,613241.642,9636878.055
1661,613202.552,9636843.346
1662,613201.835,9636838.998
1663,613194.142,9636792.396
1664,613221.172,9636760.867
1665,613236.982,9636749.594
1666,613339.031,9636676.837
1667,613353.576,9636664.414
1668,613375.16,9636645.977
1669,613407.28,9636614.508
1670,613431.62,9636588.168
1671,613449.595,9636574.526
1672,613475.299,9636555.018
1673,613529.799,9636551.548
1674,613552.049,9636552.448
1675,613600.598,9636558.588
1676,613606.238,9636553.538
1677,613608.076,9636549.148
1678,613609.988,9636544.578
1679,613612.798,9636529.858
1680,613608.298,9636519.228
1681,613580.608,9636495.868
1682,613545.319,9636453.219
1683,613521.289,9636405.65
1684,613498.789,9636336.65
1685,613491.749,9636327.05
1686,613484.509,9636325.36
1687,613450.015,9636379.776
1688,613442.76,9636391.221
1689,613431.82,9636408.48
1690,613408.7,9636429.409
1691,613388.42,9636439.989
1692,613373.51,9636439.649
1693,613359.34,9636429.95
1694,613330.181,9636388.01
1695,613305.931,9636345.78
1696,613282.461,9636322.301
1697,613264.431,9636331.531
1698,613232.642,9636378.574
1699,613227.232,9636386.58
1700,613214.703,9636401.396
1701,613175.022,9636448.32
1702,613154.662,9636452.5
1703,613133.033,9636444.62
1704,613108.893,9636425.57
1705,613092.473,9636401.62
1706,613070.943,9636357.14
1707,613055.773,9636316.471
1708,613044.413,9636272.011
1709,613036.853,9636228.422
1710,613014.093,9636169.092
1711,613006.843,9636155.582
1712,612989.705,9636142.525
1713,612986.184,9636139.843
1714,612945.514,9636137.243
1715,612906.074,9636158.773
1716,612864.085,9636184.112
1717,612822.105,9636205.632
1718,612775.046,9636222.072
1719,612722.184,9636244.259
1720,612693.636,9636256.242
1721,612644.047,9636266.322
1722,612594.477,9636267.522
1723,612548.738,9636261.102
1724,612506.838,9636233.092
1725,612468.769,9636202.563
1726,612431.979,9636165.673
1727,612405.349,9636130.073
1728,612391.333,9636114.333
1729,612373.639,9636094.464
1730,612337.589,9636077.011
1731,612336.81,9636076.634
1732,612288.52,9636072.754
1733,612246.56,9636079.034
1734,612171.701,9636099.314
1735,612157.591,9636098.674
1736,612146.121,9636094.124
1737,612066.152,9636039.395
1738,612024.242,9636019.015
1739,611998.953,9636021.755
1740,611978.463,9636032.915
1741,611951.713,9636065.894
1742,611927.493,9636102.684
1743,611918.646,9636118.974
1744,611901.994,9636149.634
1745,611884.104,9636204.213
1746,611878.944,9636246.113
1747,611873.694,9636338.812
1748,611876.144,9636387.081
1749,611879.422,9636399.165
1750,611887.514,9636429.001
1751,611896.324,9636476.001
1752,611913.488,9636505.516
1753,611922.934,9636521.76
1754,611957.204,9636549.75
1755,611990.203,9636573.93
1756,612061.293,9636621.029
1757,612134.932,9636666.859
1758,612180.652,9636688.508
1759,612234.001,9636705.108
1760,612282.281,9636715.338
1761,612334.38,9636723.038
1762,612392.8,9636745.988
1763,612438.479,9636790.497
1764,612465.089,9636833.717
1765,612482.819,9636871.846
1766,612484.821,9636891.177
1767,612487.819,9636920.116
1768,612477.559,9636970.895
1769,612457.149,9637012.775
1770,612434.2,9637049.565
1771,612406.17,9637088.894
1772,612394.71,9637101.734
1773,612375.6,9637123.134
1774,612346.351,9637166.214
1775,612344.968,9637188.352
1776,612343.881,9637205.753
1777,612366.521,9637225.993
1778,612415.51,9637218.103
1779,612426.295,9637204.368
1780,612442.68,9637183.503
1781,612455.65,9637138.504
1782,612454.45,9637097.854
1783,612463.884,9637077.516
1784,612471.659,9637060.754
1785,612507.539,9637042.225
1786,612545.979,9637039.755
1787,612642.138,9637078.904
1788,612584.391,9637083.055
1789,612531.669,9637086.844
1790,612506.449,9637094.754
1791,612502.035,9637166.483
1792,612498.99,9637215.971
1793,612497.179,9637245.393
1794,612488.549,9637261.753
1795,612464.024,9637273.992
1796,612440.7,9637285.632
1797,612400.76,9637319.972
1798,612457.61,9637315.722
1799,612516.189,9637298.082
1800,612559.789,9637294.132
1801,612613.548,9637298.822
1802,612645.998,9637303.252
1803,612667.907,9637307.727
1804,612718.207,9637318.002
1805,612753.097,9637326.852
1806,612792.847,9637363.731
1807,612803.597,9637403.551
1808,612779.257,9637445.961
1809,612737.067,9637470.67
1810,612698.938,9637486.16
1811,612662.098,9637503.45
1812,612631.948,9637559.46
1813,612630.587,9637588.019
1814,612629.988,9637600.569
1815,612634.105,9637624.377
1816,612639.158,9637653.599
1817,612656.858,9637712.588
1818,612698.148,9637798.377
1819,612713.65,9637833.884
1820,612714.538,9637835.917
1821,612750.118,9637900.516
1822,612768.407,9637930.896
1823,612779.767,9637954.976
1824,612844.727,9638035.815
1825,612878.777,9638067.925
1826,612950.676,9638125.834
1827,613008.065,9638155.644
1828,613094.355,9638190.993
1829,613137.544,9638199.943
1830,613160.784,9638193.713
1831,613168.113,9638187.186
1832,613180.804,9638175.883
1833,613188.014,9638156.093
1834,613184.874,9638110.874
1835,613177.154,9638088.254
1836,613097.384,9637916.686
1837,613084.744,9637876.026
1838,613078.474,9637831.567
1839,613079.814,9637790.927
1840,613087.514,9637750.297
1841,613107.924,9637710.978
1842,613129.2,9637685.936
1843,613134.722,9637679.436
1844,613135.944,9637677.998
1845,613136.473,9637677.685
1846,613176.653,9637653.928
1847,613218.623,9637641.288
1848,613266.923,9637641.368
1849,613312.652,9637655.408
1850,613362.172,9637682.148
1851,613396.441,9637707.597
1852,613433.241,9637741.947
1853,613461.141,9637778.807
1854,613478.861,9637822.016
1855,613495.291,9637870.296
1856,613515.54,9637917.315
1857,613539.61,9637963.075
1858,613591.58,9638040.614
1859,613614.4,9638077.484
1860,613642.27,9638125.783
1861,613679.079,9638156.313
1862,613699.163,9638157.6
1863,613740.079,9638160.223
1864,613757.155,9638124.458
1865,613764.318,9638109.453
1866,613751.708,9638056.104
1867,613739.058,9638017.984
1868,613737.85,9638012.809
1869,613728.969,9637974.785
1870,613721.439,9637920.165
1871,613741.866,9637881.784
1872,613744.398,9637877.025
1873,613800.448,9637805.986
1874,613822.137,9637762.846
1875,613850.177,9637726.007
1876,613844.648,9637749.98
1877,613829.667,9637814.926
1878,613776.028,9637958.345
1879,613776.547,9637962.856
1880,613778.118,9637976.505
1881,613785.688,9637997.764
1882,613796.688,9638007.774
1883,613811.828,9638015.904
1884,613830.578,9638014.314
1885,613851.717,9638010.904
1886,613869.607,9638002.774
1887,613918.307,9637999.204
1888,613953.836,9638034.814
1889,613972.806,9638083.103
1890,613984.6,9638129.37
1891,613985.436,9638132.653
1892,613991.706,9638177.112
1893,613991.626,9638224.102
1894,613985.856,9638294.901
1895,613946.397,9638329.801
1896,613916.337,9638342.011
1897,613872.178,9638328.931
1898,613807.358,9638322.821
1899,613739.719,9638327.181
1900,613722.646,9638340.014
1901,613719.989,9638342.011
1902,613719.049,9638386.501
1903,613755.859,9638412.03
1904,613785.191,9638447.761
1905,613785.748,9638448.44
1906,613784.897,9638452.755
1907,613775.419,9638500.78
1908,613770.98,9638525.956
1909,613766.959,9638548.769
1910,613753.809,9638576.679
1911,613707.569,9638569.099
1912,613696.9,9638569.313
1913,613685.74,9638569.538
1914,613677.71,9638569.699
1915,613639.86,9638581.839
1916,613628.027,9638604.276
1917,613609.6,9638639.218
1918,613571.081,9638676.748
1919,613561.37,9638684.947
1920,613551.821,9638693.008
1921,613520.871,9638713.428
1922,613487.362,9638749.108
1923,613480.973,9638755.251
1924,613450.442,9638784.607
1925,613413.552,9638801.057
1926,613391.482,9638805.158
1927,613372.863,9638808.617
1928,613325.843,9638807.277
1929,613280.094,9638800.857
1930,613190.104,9638777.318
1931,613142.875,9638773.978
1932,613088.215,9638777.708
1933,613034.836,9638773.818
1934,612987.786,9638788.988
1935,612967.367,9638837.217
1936,612943.137,9638877.817
1937,612881.887,9638938.836
1938,612893.567,9638877.747
1939,612924.147,9638839.687
1940,612945.817,9638800.358
1941,612963.687,9638761.008
1942,612977.056,9638745.488
1943,612994.236,9638734.388
1944,613099.715,9638743.438
1945,613144.195,9638744.778
1946,613230.584,9638767.768
1947,613272.514,9638777.987
1948,613310.093,9638785.587
1949,613350.643,9638792.117
1950,613380.213,9638787.887
1951,613420.352,9638770.447
1952,613487.032,9638703.578
1953,613500.03,9638689.269
1954,613513.321,9638674.638
1955,613537.861,9638639.829
1956,613540.433,9638628.662
1957,613545.051,9638608.615
1958,613548.651,9638592.989
1959,613551.271,9638549.819
1960,613576.761,9638511.76
1961,613620.04,9638476.26
1962,613656.96,9638439.49
1963,613683.719,9638400.161
1964,613700.329,9638353.191
1965,613706.759,9638312.561
1966,613699.201,9638291.533
1967,613690.319,9638266.822
1968,613652.24,9638236.282
1969,613576.08,9638182.833
1970,613541.82,9638147.223
1971,613510.121,9638107.804
1972,613486.051,9638064.584
1973,613470.871,9638020.114
1974,613458.251,9637974.375
1975,613446.891,9637927.375
1976,613430.451,9637880.356
1977,613396.291,9637796.486
1978,613362.052,9637750.717
1979,613313.812,9637718.907
1980,613266.803,9637706.138
1981,613223.603,9637700.988
1982,613186.703,9637725.057
1983,613166.274,9637775.817
1984,613172.554,9637819.007
1985,613183.904,9637864.746
1986,613196.543,9637907.946
1987,613206.633,9637947.325
1988,613207.747,9637950.783
1989,613220.543,9637990.525
1990,613236.983,9638032.465
1991,613258.503,9638082.024
1992,613260.963,9638127.744
1993,613230.303,9638214.053
1994,613196.5,9638241.408
1995,613189.574,9638247.013
1996,613136.184,9638252.013
1997,613086.625,9638246.863
1998,613033.255,9638239.163
1999,612983.716,9638225.113
2000,612930.366,9638205.983
2001,612879.567,9638184.313
2002,612840.197,9638163.934
2003,612798.297,9638137.204
2004,612766.578,9638107.944
2005,612733.598,9638071.065
2006,612705.698,9638036.735
2007,612677.808,9637994.785
2008,612622.089,9637882.947
2009,612603.109,9637834.657
2010,612542.399,9637665.669
2011,612524.689,9637622.459
2012,612517.139,9637580.54
2013,612521.019,9637538.64
2014,612536.369,9637489.13
2015,612541.79,9637479.241
2016,612559.319,9637447.261
2017,612591.169,9637405.401
2018,612607.768,9637363.511
2019,612574.769,9637335.522
2020,612571.193,9637337.092
2021,612531.519,9637354.512
2022,612489.54,9637377.301
2023,612438.68,9637387.391
2024,612392.93,9637384.782
2025,612353.541,9637374.562
2026,612312.911,9637352.912
2027,612276.111,9637321.102
2028,612250.752,9637285.503
2029,612243.252,9637216.913
2030,612253.492,9637175.024
2031,612257.751,9637165.188
2032,612293.061,9637083.644
2033,612319.181,9637042.645
2034,612346.35,9636993.225
2035,612369.93,9636941.326
2036,612377.346,9636911.687
2037,612381.75,9636894.086
2038,612381.77,9636869.606
2039,612377.42,9636850.007
2040,612365.61,9636831.297
2041,612318.721,9636813.037
2042,612164.992,9636792.447
2043,612120.602,9636779.297
2044,612073.793,9636752.138
2045,612037.173,9636725.068
2046,611968.444,9636694.208
2047,611944.584,9636696.188
2048,611932.837,9636735.33
2049,611930.124,9636744.368
2050,611928.582,9636754.172
2051,611923.334,9636787.538
2052,611910.144,9636835.727
2053,611891.865,9636883.867
2054,611865.945,9636931.926
2055,611814.335,9637006.446
2056,611764.066,9637073.345
2057,611703.567,9637145.234
2058,611672.647,9637185.614
2059,611641.767,9637220.924
2060,611574.918,9637291.473
2061,611542.828,9637321.673
2062,611467.139,9637385.782
2063,611421.06,9637414.572
2064,611376.33,9637435.752
2065,611335.47,9637450.612
2066,611285.741,9637462.832
2067,611241.181,9637466.212
