x,$y
632931.845,9622492.613
632963.429,9622436.463
632974.833,9622416.189
632984.902,9622402.248
632999.288,9622382.108
633002.423,9622377.719
633392.674,9622149.254
633619.532,9621990.939
633622.654,9621988.76
633635.503,9621971.294
